emp_no,first_name,last_name,from_date,title,salary
80655,Shichao,Flowers,1991-02-05,Senior Staff,66583
80665,Angel,Angot,1993-06-06,Senior Staff,64768
80677,Rasikan,Gelosh,1986-07-10,Technique Leader,46011
80681,Gina,DasSarma,1993-01-15,Senior Engineer,40000
80684,Takanari,VanScheik,1994-01-21,Senior Staff,46101
80687,Pradeep,Calkin,1999-05-20,Senior Engineer,44986
80689,Hitofumi,Conta,1995-08-15,Senior Engineer,44594
80705,Josyula,Shackel,1986-10-07,Technique Leader,50573
80717,Valdiodio,Frijda,1993-01-06,Senior Staff,52990
80721,Katsuyuki,Delgrossi,1995-03-04,Senior Staff,52063
80722,Yechiam,Bage,1991-04-08,Senior Staff,70299
80724,Yongdong,Casperson,1987-05-01,Senior Staff,52024
80727,Margo,Remmers,1997-06-29,Senior Staff,66519
80740,Shuzo,Kermarrec,1993-05-20,Senior Engineer,40000
80744,Badri,Bauknecht,1998-03-25,Staff,68891
80746,Keiichiro,Jahnichen,1997-07-02,Senior Engineer,53520
80751,Zhensheng,Swan,1991-09-12,Senior Engineer,49178
80754,Baoqiu,Zockler,1994-09-03,Senior Staff,40000
80763,Bader,Merro,1987-12-19,Senior Staff,66057
80768,Shounak,Janocha,1989-06-11,Technique Leader,40000
80774,Vishv,Pollacia,2001-12-21,Senior Engineer,56559
80781,Xudong,Danner,1998-07-25,Senior Engineer,40000
80790,Stepehn,Unno,1998-01-22,Senior Engineer,42243
80791,Takahiro,Molenkamp,1994-02-28,Senior Engineer,63921
80801,Bluma,Ambroszkiewicz,2002-03-09,Senior Staff,71885
80805,Mabo,Lorin,1996-04-10,Senior Engineer,40000
80810,Khalid,Merkl,1999-07-06,Senior Staff,72305
80822,Marsal,Byoun,1986-01-24,Staff,65086
80833,Jaihie,Demri,1985-07-13,Senior Engineer,56899
80834,Sham,Reinhart,1993-10-28,Senior Engineer,63749
80838,Cheong,Ruemmler,1988-08-28,Senior Staff,68639
80841,Tomofumi,Perng,1995-10-17,Engineer,40000
80844,Brigham,Hellwagner,1986-01-29,Technique Leader,40000
80851,Sastry,Escriba,1995-09-30,Senior Engineer,40000
80852,Yannis,Randt,1988-10-30,Technique Leader,66650
80853,Claude,Bashian,1996-05-09,Senior Staff,56618
80859,Ottavia,Krychniak,1995-10-05,Senior Engineer,76924
80862,Serenella,Improta,1996-06-11,Senior Staff,62569
80864,Radhia,Birnbaum,1989-01-08,Senior Staff,77882
80869,Ishfaq,Randi,1998-07-08,Senior Engineer,40000
80873,Marsal,Nishimukai,1994-08-26,Senior Staff,100843
80894,Kousuke,Georgakopoulos,1986-07-03,Senior Engineer,42225
80896,Paloma,Hardjono,1985-05-16,Senior Staff,40000
80903,Yakichi,Dulin,1997-04-18,Senior Engineer,61890
80923,Yaghout,Kavanagh,2001-01-17,Senior Staff,40000
80929,Nevio,Kading,1996-12-04,Senior Staff,44744
80931,Breannda,Garigliano,1992-10-26,Senior Engineer,50426
80935,Terresa,Birke,1993-03-10,Senior Engineer,77408
80937,Chikako,Jiang,1985-08-09,Senior Staff,105373
80940,Kazuhiko,Smeets,1997-10-01,Senior Engineer,67764
80955,Marc,Fioravanti,1988-11-12,Senior Staff,40000
80958,Geoffry,Prenel,1992-10-01,Senior Engineer,46713
80962,Ute,Broder,1995-08-17,Senior Staff,52745
80971,Mountaz,Rijckaert,1992-07-21,Senior Engineer,40000
80977,Mana,Danner,1994-12-18,Senior Engineer,59776
80980,Hyuncheol,Stentiford,1991-08-23,Senior Staff,40000
80981,Fumitake,Niizuma,1993-11-18,Assistant Engineer,40000
80987,Zito,Gulla,2000-01-04,Senior Engineer,40000
80991,Marco,Schreiter,1995-08-29,Senior Staff,61478
80997,Krister,Viele,1997-03-14,Engineer,77892
80998,Leandro,Lampe,2001-05-01,Senior Engineer,56045
81000,Neelam,Thisen,2001-10-23,Senior Engineer,51362
81001,Toshimori,Krider,1995-12-05,Senior Staff,46872
81006,Atreye,Pagter,1987-02-20,Senior Staff,59174
81007,Mototsugu,Rande,1996-03-06,Staff,54177
81015,Marke,Breugel,1992-12-09,Senior Engineer,52989
81031,Fumiya,Bennet,1985-11-07,Senior Staff,40000
81035,Hsiangchu,Boreale,1993-10-03,Senior Staff,42922
81036,Alassane,Fargier,1986-12-20,Technique Leader,40000
81047,Masaki,Dulay,1993-07-15,Senior Engineer,58336
81049,Takahito,Claffy,1995-02-02,Senior Staff,40000
81050,Moti,Sridhar,1999-06-21,Senior Engineer,40000
81052,Ziya,Levergood,1997-05-27,Staff,46518
81068,Uno,Ecklund,1998-10-22,Senior Engineer,41658
81070,Mariangiola,Rosaz,1987-11-30,Senior Engineer,64942
81079,Nahla,Mellouli,2002-07-07,Senior Staff,53145
81104,Marc,Grabner,1985-02-06,Technique Leader,40000
81106,Haldon,Ginesta,1997-01-05,Technique Leader,56248
81129,Magy,Bade,1999-02-24,Engineer,40265
81142,Heon,Zastre,1998-09-27,Senior Staff,40000
81149,Tianruo,Georg,1994-09-29,Engineer,40000
81152,Macha,Junet,1994-05-30,Senior Engineer,43255
81157,Aleksander,Zykh,1999-12-03,Staff,73371
81158,Filipp,Percebois,1987-09-22,Senior Engineer,40469
81166,Tayeb,Przulj,1993-12-10,Senior Staff,47902
81167,Yurij,Francisci,1991-04-10,Senior Staff,68390
81176,Parto,Niizuma,1988-04-04,Technique Leader,40000
81177,Bodh,Berendt,1998-10-02,Assistant Engineer,68201
81185,Takushi,Kossowski,1993-03-13,Senior Engineer,43609
81189,Serge,Broomell,1991-04-13,Senior Staff,67012
81201,Werner,Knightly,1993-07-11,Senior Staff,97128
81207,Barry,Hofstetter,1991-07-02,Senior Engineer,85231
81208,Sumant,Rindone,1987-11-24,Senior Engineer,83869
81218,Nectarios,Impagliazzo,1997-12-26,Senior Engineer,63558
81222,Vivian,Homond,1991-08-25,Staff,71672
81236,Boguslaw,Walstra,1991-04-16,Staff,40000
81245,Matk,Krzyzanowski,1996-01-17,Engineer,40000
81250,Jixiang,Zweizig,1987-06-21,Staff,54971
81261,Marin,Garnham,1993-11-06,Senior Engineer,40000
81264,Dannz,Erdmenger,1993-09-19,Senior Staff,50625
81271,Kendra,Bade,1995-12-03,Senior Staff,54625
81286,Richara,Fontet,1997-03-10,Senior Staff,40000
81292,Ortrun,Copas,1986-11-08,Senior Engineer,42889
81299,Visit,Ghemri,1997-05-31,Senior Staff,50676
81303,Ghassan,Berstel,1994-04-10,Senior Staff,70323
81324,Marl,Rossi,1996-07-05,Engineer,42237
81329,Divine,Gire,1986-07-22,Senior Engineer,40000
81338,Xiaoqiang,Erol,2001-07-28,Senior Staff,46208
81340,Baocai,Poehlman,1992-09-23,Senior Staff,82277
81344,Leif,Hiraishi,1999-08-14,Engineer,48782
81347,Susanne,Serra,1986-10-09,Engineer,40000
81358,Premal,Quadeer,1993-05-23,Senior Staff,95018
81363,Selwyn,McAffer,1990-04-11,Senior Staff,85442
81368,Frederique,Ghemri,2000-08-27,Senior Engineer,40818
81375,Chuanti,dAstous,1998-01-10,Senior Engineer,61148
81376,Gunilla,Fabrizio,1997-05-17,Senior Engineer,49909
81398,Hyuncheol,Gulak,1987-12-23,Technique Leader,40000
81401,Monique,Kaltofen,2000-03-18,Senior Staff,45372
81407,Hsiangchu,Rosin,1994-03-15,Senior Staff,40000
81408,Atreye,Picaronny,1996-01-25,Senior Staff,74543
81411,Eben,Stenning,1996-08-11,Senior Engineer,40445
81412,Zhenhua,Menyhert,1994-02-13,Senior Staff,63222
81430,Jackson,Milicia,2000-01-10,Senior Staff,49769
81432,Hideyuki,Veldwijk,1996-07-12,Senior Engineer,76081
81438,Mack,McClure,1994-06-17,Senior Engineer,40000
81440,Fumitake,Melski,1993-03-09,Senior Engineer,40000
81449,Arve,Halloran,1993-01-10,Senior Staff,55086
81466,Zejun,Krone,2001-11-07,Senior Engineer,67218
81468,Aiman,Bodoff,1995-05-16,Senior Engineer,40000
81479,Girolamo,Vuskovic,2000-07-29,Senior Engineer,42719
81494,Hatsukazu,Litzkow,1986-11-21,Technique Leader,40000
81500,Aran,Katzenelson,1996-04-29,Senior Staff,40000
81503,Kolar,Rabejac,1993-10-23,Senior Engineer,61837
81508,Bokyung,Janocha,1993-12-17,Senior Staff,62610
81509,Munehiko,Trachtenberg,1996-09-04,Senior Engineer,40000
81510,Mamdouh,Penttonen,1994-04-08,Senior Staff,40396
81512,Kenton,Leppanen,1993-03-13,Engineer,40000
81517,Xiong,Reutenauer,1995-01-27,Senior Staff,90488
81519,Udi,Jumpertz,1993-07-20,Senior Staff,40000
81527,Arnd,Bouloucos,1991-07-09,Senior Staff,103938
81537,Beshir,Pezzoli,1995-07-07,Senior Staff,56162
81540,Emran,Manderick,1994-11-15,Senior Staff,62658
81543,Jianhui,Ishibashi,1996-11-21,Senior Staff,74442
81549,Takahira,Leslie,1994-11-04,Senior Engineer,47207
81553,Adin,Fortenbacher,1995-04-23,Senior Staff,40000
81558,Xiaoheng,Varman,1997-06-11,Senior Staff,54444
81564,Martijn,Michaels,2001-10-28,Senior Engineer,40000
81572,Ingemar,DiGiano,1994-07-07,Senior Engineer,40000
81587,Mani,Pluym,1996-02-07,Senior Engineer,40000
81589,Bernd,Wilfing,1997-06-03,Senior Engineer,40000
81592,Monique,Rehfuss,1985-09-30,Senior Staff,75008
81594,Saddek,Spinelli,1991-03-30,Technique Leader,40000
81599,Oldrich,Emmerich,1997-06-08,Senior Staff,40830
81603,Suzette,Zuberek,1997-02-03,Senior Staff,68350
81610,Abdulah,Stifter,1990-07-08,Senior Engineer,52616
81620,Udaiprakash,Takkinen,1999-02-20,Senior Engineer,40000
81622,Shaunak,Perl,1994-10-02,Senior Staff,44045
81636,Tomokazu,Koshiba,1991-08-10,Senior Staff,68848
81645,Jasminko,Reinhart,1992-09-27,Senior Engineer,40000
81648,Jungsoon,Doering,1994-02-19,Senior Engineer,58756
81649,Xuedong,Krohn,1992-04-17,Senior Staff,62028
81653,Adit,Brobst,2001-04-19,Senior Engineer,40000
81658,Rosine,Pearson,1992-04-19,Senior Engineer,40000
81660,Arno,Schaap,1986-01-29,Senior Staff,40000
81672,Kazuhito,Aloia,1998-09-25,Engineer,40000
81676,Sham,Wrigley,1999-08-11,Senior Staff,49226
81710,Girolamo,Hennings,1996-05-31,Senior Staff,48749
81717,Toney,Anguita,1995-10-16,Senior Staff,72518
81718,Koldo,Laurillard,1988-12-13,Senior Staff,51886
81730,Sergi,DuBourdieux,2000-12-16,Senior Staff,90708
81745,Fuqing,Veldwijk,1996-12-21,Senior Staff,50030
81747,Vitali,Tanemo,1996-02-14,Staff,80349
81751,Ulises,Salinas,1997-01-01,Staff,40000
81755,Peer,Beeson,2002-02-26,Senior Staff,40000
81767,Augustine,Matzov,1994-10-17,Senior Staff,64335
81785,Patricia,Rando,1992-01-24,Senior Staff,65584
81805,Gianluca,Bail,2001-10-28,Senior Engineer,57069
81810,Baruch,Schaap,1985-04-12,Technique Leader,48511
81815,Chaitali,Kuhnemann,1999-06-29,Senior Engineer,45896
81817,Demos,Aloia,1994-06-12,Senior Engineer,76190
81827,Huai,Gluchowski,1986-09-04,Technique Leader,40000
81832,Woody,Gadepally,1996-02-12,Staff,40000
81839,Leah,Curless,2001-04-30,Senior Engineer,40000
81847,Ymte,Figueira,1985-08-04,Senior Engineer,40000
81849,Debatosh,Bednarek,1998-08-24,Senior Staff,66528
81851,Dante,Heystek,1993-12-25,Senior Engineer,40000
81856,Masamitsu,Maierhofer,1997-05-01,Senior Staff,40000
81861,Tesuro,Walstra,1994-11-15,Senior Engineer,54826
81872,Shin,Pashtan,1998-06-14,Engineer,40000
81876,Chenye,Shackell,1994-10-29,Senior Staff,62125
81885,Aamod,Walston,1994-11-30,Engineer,56428
81894,Limsoon,Murtagh,1986-08-17,Staff,40000
81896,Kwan,Bashian,1996-11-10,Senior Engineer,40000
81900,Mario,Bernatsky,1995-08-14,Senior Engineer,83750
81907,Jouko,Merkl,1999-05-09,Staff,59700
81937,Hironoby,Melichar,1988-04-20,Senior Engineer,66422
81940,Ioana,Siksek,1991-01-15,Senior Engineer,46693
81944,Matk,Valtorta,1994-11-16,Senior Staff,55127
81973,Shigenori,Panienski,1992-08-21,Senior Staff,80865
81981,Weicheng,Welham,1998-07-19,Engineer,72635
81985,Candida,Reeken,1987-09-12,Technique Leader,46275
81988,Lene,Pews,1991-04-15,Senior Staff,46216
81998,Mari,Iwayama,1996-05-25,Senior Staff,53285
81999,Mabhin,Vigier,1996-07-17,Senior Staff,40000
82002,King,Farris,1993-05-23,Senior Staff,67766
82003,Saeko,Tomescu,2000-10-23,Senior Engineer,40000
82014,Quingbo,Ariola,1996-07-08,Senior Engineer,40000
82024,Yongqiao,Grospietsch,1991-11-04,Senior Engineer,40000
82027,Henk,Ellozy,1994-11-07,Senior Staff,73428
82037,Shahar,Streit,1986-11-30,Senior Engineer,42008
82040,Avishai,Velasco,1997-01-10,Senior Engineer,60276
82045,Tse,Bolsens,1993-07-31,Senior Engineer,40000
82052,Lidong,Rahier,1996-07-12,Senior Staff,62201
82059,Satosi,Ecklund,1994-06-24,Senior Staff,40000
82060,Arvind,Michaeli,1998-02-03,Engineer,50525
82063,Shaunak,Plump,1998-09-06,Engineer,42422
82065,Christophe,Anger,1988-06-26,Senior Engineer,40000
82066,Masasuke,Birch,1996-01-17,Senior Staff,40000
82107,Gunilla,Heping,2000-04-02,Senior Staff,67208
82110,Vugranam,Gecsel,1995-11-10,Senior Staff,48328
82116,Chiradeep,Shiratori,1994-09-18,Senior Engineer,40120
82123,Tokuyasu,Dayana,1987-09-24,Senior Engineer,43027
82130,Maia,Nergos,1995-01-04,Senior Staff,79273
82131,Mayuko,Kulisch,1995-07-30,Senior Staff,73262
82137,Panayotis,Thibadeau,1991-03-17,Senior Staff,56370
82139,Satoru,Zucker,1992-12-17,Senior Engineer,68313
82140,Shem,Peir,1985-08-10,Staff,59357
82144,Marek,Dusink,1990-05-11,Senior Staff,40694
82145,Zhongwei,Pagter,1999-12-13,Staff,46607
82151,Keiichiro,Terekhov,2000-05-15,Senior Staff,74789
82152,Doohun,Ferretti,1996-02-10,Senior Engineer,42406
82162,Shigeo,Kroft,1993-06-06,Senior Engineer,46363
82177,IEEE,Vilarrasa,1991-09-20,Senior Engineer,40000
82187,Stevo,Marakhovsky,1993-04-13,Senior Staff,53744
82194,Geoff,Eastman,1991-05-25,Senior Engineer,44356
82197,Make,Guenter,1986-12-15,Engineer,40000
82206,Yishay,Majewski,2001-11-29,Senior Engineer,40000
82211,Sugwoo,Melter,1988-09-18,Senior Engineer,59316
82222,Sampalli,Luit,1998-06-13,Senior Engineer,70499
82227,Xiaocheng,Sethi,1999-04-26,Senior Engineer,52214
82234,Christoper,Woycyznski,1993-08-19,Senior Engineer,40331
82237,Shen,Zaccaria,1995-03-14,Senior Staff,55459
82252,Kwangyoen,Edelhoff,2000-10-31,Senior Engineer,66961
82255,Amabile,Sudbeck,1993-04-30,Senior Staff,40000
82256,Jacopo,Henseler,1995-02-05,Senior Engineer,40000
82257,Hugo,Linares,1998-04-14,Engineer,57219
82263,Vishv,Haumacher,1996-07-03,Staff,77210
82276,Frederique,Genin,1997-01-06,Senior Staff,40000
82278,Tomokazu,Murillo,1986-01-15,Senior Staff,52084
82295,Manohar,Parfitt,2000-01-20,Engineer,42368
82305,Mahmut,Biros,1997-01-18,Senior Engineer,40823
82307,Elliott,Sridhar,1988-08-10,Engineer,46252
82309,Hideyuki,Ramsak,1995-01-19,Senior Staff,79725
82310,Jinxi,Panangaden,1990-02-21,Senior Engineer,40000
82315,Paris,Apsitis,1987-12-29,Engineer,77856
82318,Branimir,Hashii,1994-03-20,Senior Staff,45105
82324,Ashish,Knightly,1997-03-16,Staff,62431
82339,Jeanna,Schrift,1988-01-15,Senior Engineer,40000
82341,Naftali,Czap,1993-08-19,Engineer,65614
82349,Tsz,Birjandi,1996-08-17,Senior Staff,63760
82350,Nahla,Stifter,1995-07-19,Senior Engineer,40000
82354,Badri,Trogemann,1999-09-05,Senior Staff,76493
82367,Miyeon,Halloran,1997-10-28,Staff,66101
82371,Frederique,Erev,1986-05-17,Senior Staff,69470
82379,Sanjai,Bala,1994-03-15,Senior Engineer,40000
82385,Sanjai,Biran,1998-11-18,Staff,75274
82388,Munehiko,Zucker,2000-04-17,Senior Engineer,40000
82391,Mayuko,McAffer,1995-12-20,Senior Staff,83099
82392,Susuma,Beznosov,1994-11-10,Senior Staff,90541
82397,Mart,Peris,1994-04-11,Senior Staff,70248
82401,Fen,Ruemmler,1993-11-15,Senior Staff,40000
82406,Kenroku,Siepmann,1994-05-23,Engineer,40000
82419,Karoline,Rindone,1996-07-05,Senior Engineer,61248
82422,Tesuya,Falby,1994-03-19,Senior Staff,52364
82434,Bojan,Mullainathan,2001-08-14,Senior Engineer,40000
82443,Vincent,Perry,1994-02-14,Senior Engineer,40283
82457,Vidar,Pauthner,1996-04-13,Senior Engineer,45220
82458,Barun,Peres,1994-11-23,Senior Staff,92245
82460,Claude,Zhang,1992-05-09,Senior Engineer,40000
82466,Serge,Brookner,1988-08-24,Staff,76176
82478,Vishwani,Ginneken,1991-03-19,Senior Engineer,54571
82491,Lalit,Lorho,1999-05-20,Engineer,43978
82495,Jahangir,Perly,1999-08-04,Staff,40000
82498,Jianwen,Bojadziev,1987-09-05,Technique Leader,51288
82530,Ioana,Morton,1999-05-06,Senior Staff,40000
82540,Aleksander,Bratten,2000-11-14,Senior Engineer,66393
82544,Eberhardt,Keirsey,1997-04-05,Senior Staff,64649
82553,Barry,Georgakopoulos,1996-03-25,Staff,59256
82555,Fabrizio,Kavraki,1995-04-14,Senior Engineer,50496
82557,Cheong,McClure,1996-08-17,Technique Leader,53070
82566,Mary,Portugali,2000-03-03,Senior Engineer,40000
82568,Giri,Flanders,1993-05-08,Senior Staff,66444
82571,Padma,Argence,1998-04-01,Senior Engineer,55947
82572,Moie,Brattka,1993-04-01,Senior Staff,72854
82573,Genevieve,Berendt,1998-05-19,Staff,52671
82585,Berry,Bodoff,1991-06-28,Senior Staff,52198
82591,Ugo,Lampe,1993-08-07,Senior Engineer,40627
82595,Valdiodio,Zeleznik,2000-06-02,Senior Staff,40000
82598,Palash,Chenoweth,1992-05-25,Senior Engineer,40000
82599,Yefim,Conta,1999-04-15,Assistant Engineer,40000
82601,Munehiko,Nitto,1996-08-18,Senior Engineer,49779
82609,Kazuhide,Marzano,1992-06-02,Senior Staff,70316
82614,Hiroyasu,Segond,1991-12-05,Senior Staff,51556
82626,Adit,Reeken,1997-11-01,Senior Engineer,47175
82631,Shunichi,Bugrara,1987-01-20,Staff,59129
82634,Volkmar,Plesums,1986-01-27,Technique Leader,57262
82644,Kellyn,Pleszkun,1999-08-23,Senior Engineer,43420
82646,Shugo,Plump,1999-05-03,Senior Engineer,48979
82668,Feipei,Menhardt,1986-05-23,Senior Staff,78317
82677,Adil,Decaestecker,1992-06-03,Staff,69183
82678,Poorav,Haldar,1997-06-21,Senior Engineer,42570
82683,Pantung,Dayang,2002-03-19,Senior Staff,45702
82689,Zijian,Crouzet,1995-12-26,Senior Engineer,40000
82704,Marla,Lunn,1994-01-14,Senior Engineer,68174
82705,Ingmar,Ladret,1993-06-16,Senior Staff,55678
82708,Rajmohan,Basagni,1993-03-08,Senior Staff,40000
82721,Arvind,Showalter,1997-04-25,Senior Staff,40000
82723,Maya,Azumi,1999-08-04,Engineer,46617
82737,Kien,Mamelak,1994-02-01,Technique Leader,43412
82747,Kankanahalli,Danlos,1995-01-21,Engineer,62325
82751,Nirmal,Haumacher,1995-08-08,Senior Engineer,56621
82755,Takahira,Barriga,1985-10-04,Staff,40000
82760,Weiwu,Dulay,1992-12-11,Senior Engineer,53678
82761,Mabry,Underwood,1995-01-22,Senior Staff,79517
82774,Aral,Maierhofer,1996-02-28,Senior Staff,59700
82796,Bilhanan,Verhaegen,1987-03-27,Staff,40000
82808,Sumant,Reinhart,1985-09-11,Senior Engineer,59495
82812,Heather,Morrey,1986-01-22,Senior Engineer,59541
82815,Alper,Ranum,1997-05-25,Senior Engineer,50058
82821,Bokyung,Cappelletti,1987-02-17,Senior Engineer,52303
82823,Geraldo,Alvarado,1992-11-21,Senior Engineer,56430
82824,Gopalakrishnan,Wiegley,1985-06-11,Technique Leader,62678
82831,Bader,Melski,1986-09-13,Senior Staff,40000
82834,Kersti,Lieblein,1991-06-05,Senior Engineer,49684
82835,Jaber,Dredge,1995-04-17,Senior Engineer,40000
82849,Makato,VanScheik,1992-10-12,Senior Staff,40000
82856,Hidefumi,Erez,1993-07-02,Senior Engineer,40000
82858,True,Taubman,1995-06-25,Senior Staff,62709
82859,Erez,Gluchowski,1997-10-25,Senior Engineer,41136
82875,Domenick,Terekhov,1994-10-21,Senior Staff,68890
82886,Rayond,Pettis,1998-04-29,Senior Engineer,45914
82889,Arif,Farrag,1997-01-16,Staff,74761
82893,Junsik,Unni,1995-07-21,Senior Staff,40000
82895,Ramya,Peck,1999-01-25,Senior Engineer,51110
82901,Susanna,Spieker,1995-07-05,Engineer,40000
82905,Domenick,Luks,1991-08-19,Senior Engineer,40000
82906,Kristinn,Schwartzburd,1990-04-06,Senior Staff,52333
82911,Irena,Bierman,1999-11-05,Staff,51677
82913,Luerbio,Gammage,1986-01-31,Senior Engineer,56956
82944,Alois,Gomatam,1993-02-18,Technique Leader,40000
82956,Sudhanshu,Sundgren,1994-08-03,Senior Staff,62554
82961,Kendra,McClure,1999-03-10,Staff,40000
82970,Qiwen,Servieres,2001-12-26,Senior Staff,68081
82979,Magdalena,Yeung,1999-03-24,Technique Leader,55263
82981,Fayez,Mitina,1996-01-30,Senior Engineer,40000
82986,Fumiko,Cools,1998-07-25,Staff,86480
82992,Jixiang,Marwedel,1995-11-12,Senior Engineer,67811
82996,Shahab,Ramras,1994-11-07,Senior Engineer,40000
82997,Ramachenga,Zlotek,1993-11-17,Assistant Engineer,51285
82998,Mary,Linares,1990-03-26,Senior Staff,83031
83000,Apostol,Talmor,1993-08-26,Senior Engineer,53876
83006,Miyeon,Pelz,1986-10-18,Senior Staff,92113
83009,Francesca,Gerteisen,1993-01-15,Senior Staff,74370
83018,Ohad,Kitsuregawa,1994-12-21,Senior Engineer,40000
83023,Kensei,McDermid,1997-01-07,Senior Staff,45003
83035,Mart,Lamparter,1992-05-09,Technique Leader,40000
83039,Yonghong,Facello,2001-06-15,Senior Staff,40000
83052,Henk,Whitcomb,1996-09-30,Engineer,40000
83055,Kwun,Luon,1999-06-02,Staff,50006
83056,Muneo,Pesch,1994-05-24,Senior Engineer,44725
83057,Niteen,Passafiume,1993-12-19,Senior Staff,65901
83068,Cristinel,Kawashima,2000-10-27,Senior Engineer,40000
83071,Nidapan,Ranft,1992-10-02,Senior Staff,61293
83092,Bernt,Kranzdorf,1993-04-20,Senior Engineer,40000
83106,Limsoon,Wossner,1997-10-19,Senior Engineer,61831
83123,Aemilian,Randt,1997-09-01,Staff,67005
83125,Frederique,Staudhammer,1993-05-12,Senior Engineer,47582
83126,Marla,Khamsi,1994-02-08,Senior Engineer,40000
83131,Guoxiang,Falco,1998-08-15,Senior Staff,40000
83143,Luisa,Krupka,1999-04-19,Senior Engineer,40000
83167,Nagui,Chachaty,1997-07-14,Senior Staff,40000
83168,Yechiam,Danner,1993-07-07,Senior Staff,40000
83169,Tsz,Buescher,1987-01-28,Staff,49865
83179,Jaques,Ermel,1997-08-31,Senior Staff,40000
83189,Kristian,Birrer,1996-01-07,Senior Engineer,51327
83194,Vidar,Bridgland,2002-01-30,Senior Staff,69724
83210,Seongbae,Zockler,2002-02-03,Senior Engineer,43418
83230,Jaana,Lammel,1997-11-11,Senior Engineer,73171
83232,Satyanarayana,Chimia,1996-06-21,Senior Engineer,64212
83233,Kerryn,Giarratana,1996-12-03,Engineer,40000
83242,Suebskul,Chenney,1992-10-05,Senior Staff,40000
83244,Constantine,Hiroyama,1992-09-17,Senior Staff,40000
83260,Premsyl,Markovitch,1987-06-25,Senior Staff,40000
83273,Berna,Sidhu,1992-03-25,Staff,43084
83284,Genta,Ghalwash,1991-12-12,Senior Engineer,50036
83294,Gudjon,Petersohn,1997-06-21,Technique Leader,64722
83296,Pascal,Lorin,1987-04-26,Technique Leader,42320
83304,Lenore,Pocchiola,1990-09-14,Senior Staff,40000
83310,Tsvetan,Valette,1998-05-02,Senior Engineer,40000
83326,Rajmohan,Schlegelmilch,1994-06-01,Senior Engineer,40000
83328,Ute,Demri,1998-08-30,Senior Engineer,40000
83334,Arno,Thebaut,1985-05-31,Senior Staff,61530
83336,Ewing,Zongker,1999-01-06,Staff,67867
83337,Shuichi,Schrift,1999-01-10,Staff,47609
83342,King,Piancastelli,1999-06-09,Engineer,40000
83348,Bokyung,Kuszyk,1986-09-16,Senior Engineer,40000
83356,Vishwani,Begiun,1997-03-20,Senior Engineer,56716
83375,Anestis,Kenevan,1998-05-19,Assistant Engineer,42336
83381,Dietrich,Borovoy,1995-05-07,Senior Engineer,62274
83385,Berry,Falco,1997-05-09,Senior Staff,58584
83392,Evgueni,Junet,1996-03-29,Senior Engineer,58672
83408,Brewster,Pettey,1999-01-31,Senior Engineer,53477
83411,Tonny,Swiss,1996-05-15,Senior Staff,58351
83436,Ult,Serdy,1999-09-07,Assistant Engineer,53451
83443,Shigeu,Nooteboom,1994-07-14,Senior Engineer,73539
